AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,1.0,18.0,25.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,127.0,93.0,0.0,64.0,63.0,404.0
25-29,0.0,12.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,91.0,80.0,0.0,55.0,54.0,322.0
30-34,0.0,12.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,117.0,102.0,0.0,79.0,41.0,367.0
35-39,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,123.0,89.0,0.0,58.0,29.0,316.0
40-44,0.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,96.0,95.0,0.0,54.0,35.0,307.0
45-49,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,123.0,114.0,0.0,54.0,50.0,361.0
50-54,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,126.0,128.0,0.0,61.0,41.0,375.0
55-59,0.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,134.0,111.0,0.0,72.0,56.0,391.0
60-64,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,120.0,117.0,0.0,55.0,49.0,358.0
65-OVER,0.0,17.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,381.0,340.0,0.0,96.0,72.0,932.0
TOTAL,2.0,109.0,130.0,0.0,8.0,3.0,0.0,0.0,1.0,0.0,15.0,10.0,0.0,6.0,3.0,1.0,1438.0,1269.0,0.0,648.0,490.0,4133.0
