AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,2.0,171.0,185.0,0.0,7.0,5.0,0.0,1.0,1.0,1.0,40.0,39.0,0.0,1.0,0.0,4.0,308.0,304.0,0.0,88.0,71.0,1228.0
25-29,1.0,57.0,90.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,36.0,21.0,0.0,2.0,1.0,1.0,341.0,280.0,2.0,120.0,99.0,1064.0
30-34,0.0,57.0,44.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,2.0,0.0,294.0,261.0,2.0,121.0,71.0,892.0
35-39,0.0,33.0,50.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,17.0,7.0,0.0,3.0,1.0,0.0,330.0,264.0,0.0,128.0,71.0,909.0
40-44,0.0,38.0,49.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,15.0,14.0,0.0,2.0,0.0,0.0,321.0,283.0,0.0,98.0,73.0,897.0
45-49,0.0,38.0,31.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,13.0,10.0,0.0,2.0,4.0,0.0,364.0,327.0,0.0,113.0,66.0,975.0
50-54,0.0,37.0,44.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,14.0,10.0,0.0,1.0,0.0,0.0,361.0,307.0,0.0,122.0,91.0,993.0
55-59,2.0,41.0,38.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,9.0,10.0,0.0,2.0,0.0,0.0,414.0,376.0,0.0,118.0,97.0,1110.0
60-64,1.0,32.0,38.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,4.0,8.0,0.0,0.0,3.0,1.0,369.0,320.0,1.0,114.0,104.0,1003.0
65-OVER,1.0,53.0,76.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,13.0,12.0,0.0,10.0,2.0,1.0,1152.0,909.0,0.0,264.0,208.0,2708.0
TOTAL,7.0,557.0,645.0,0.0,33.0,34.0,0.0,6.0,4.0,1.0,181.0,141.0,0.0,23.0,13.0,7.0,4254.0,3631.0,5.0,1286.0,951.0,11779.0
