AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,8.0,95.0,124.0,0.0,16.0,10.0,0.0,3.0,2.0,0.0,9.0,15.0,0.0,10.0,6.0,5.0,596.0,665.0,7.0,208.0,196.0,1975.0
25-29,2.0,67.0,67.0,0.0,6.0,7.0,0.0,0.0,1.0,0.0,7.0,5.0,0.0,6.0,7.0,0.0,481.0,436.0,0.0,202.0,167.0,1461.0
30-34,1.0,57.0,64.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,7.0,7.0,0.0,4.0,4.0,0.0,502.0,459.0,1.0,169.0,132.0,1415.0
35-39,0.0,56.0,57.0,0.0,9.0,3.0,0.0,2.0,0.0,0.0,2.0,5.0,0.0,5.0,0.0,0.0,553.0,455.0,0.0,177.0,128.0,1452.0
40-44,3.0,45.0,64.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,3.0,3.0,0.0,569.0,488.0,0.0,152.0,120.0,1469.0
45-49,1.0,48.0,71.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,1.0,5.0,1.0,652.0,605.0,0.0,207.0,150.0,1765.0
50-54,1.0,60.0,47.0,0.0,4.0,8.0,0.0,3.0,3.0,0.0,4.0,6.0,0.0,9.0,7.0,0.0,671.0,627.0,0.0,202.0,152.0,1804.0
55-59,1.0,48.0,65.0,0.0,5.0,7.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,2.0,1.0,0.0,716.0,674.0,1.0,197.0,143.0,1868.0
60-64,0.0,42.0,44.0,0.0,0.0,7.0,0.0,1.0,2.0,0.0,2.0,6.0,0.0,8.0,4.0,1.0,721.0,653.0,0.0,224.0,147.0,1862.0
65-OVER,3.0,87.0,115.0,0.0,8.0,6.0,0.0,0.0,1.0,0.0,4.0,5.0,0.0,11.0,7.0,1.0,1778.0,1624.0,0.0,484.0,350.0,4484.0
TOTAL,20.0,605.0,718.0,0.0,60.0,62.0,0.0,9.0,11.0,0.0,52.0,66.0,0.0,59.0,44.0,8.0,7239.0,6686.0,9.0,2222.0,1685.0,19555.0
