AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,0.0,7.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,68.0,80.0,0.0,59.0,40.0,281.0
25-29,0.0,12.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76.0,67.0,0.0,75.0,29.0,270.0
30-34,0.0,13.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,110.0,107.0,0.0,83.0,27.0,355.0
35-39,0.0,6.0,10.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,104.0,111.0,0.0,66.0,54.0,359.0
40-44,0.0,8.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,113.0,103.0,0.0,85.0,48.0,370.0
45-49,0.0,9.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,140.0,132.0,0.0,113.0,56.0,467.0
50-54,0.0,13.0,7.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,161.0,164.0,0.0,117.0,59.0,532.0
55-59,0.0,13.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,3.0,1.0,0.0,218.0,193.0,0.0,121.0,72.0,643.0
60-64,0.0,20.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,215.0,201.0,0.0,127.0,79.0,667.0
65-OVER,0.0,29.0,39.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,1.0,1.0,0.0,652.0,568.0,0.0,309.0,185.0,1798.0
TOTAL,0.0,130.0,128.0,0.0,12.0,14.0,0.0,2.0,3.0,0.0,32.0,20.0,0.0,8.0,5.0,1.0,1857.0,1726.0,0.0,1155.0,649.0,5742.0
