PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
131,0,35.29,10.42,0,100,0,0,100,0,0,0,0,0,20,0,0,52.52,50,0,63.87,47.25,53.22
132,0,37.5,35.56,0,71.43,100,0,100,0,0,0,66.67,0,66.67,0,0,68.6,68.75,0,54.55,38.71,65.59
133A,0,32.5,26,0,100,0,0,0,0,0,27.27,33.33,0,25,66.67,0,63.22,62.85,0,65.06,52.00,58.74
133B,0,36.23,35.48,0,16.67,25,0,50,0,0,41.67,28.57,0,50,33.33,0,65.5,64.36,0,65.1,46.21,60.91
134,0,43.75,29.85,0,0,100,0,0,0,0,25,0,0,100,0,0,70.89,70.21,0,64.4,50.88,61.43
135,0,35.9,29.47,0,20,0,0,50,0,0,46.67,33.33,0,33.33,25,0,65.97,68.99,0,64.29,49.13,62.12
136,100,30.51,15.58,0,0,0,0,0,0,0,50,100,0,0,0,100,50,62.04,0,55.45,41.33,49.12
137,0,26.92,23.08,0,0,0,0,100,0,0,40,0,0,0,0,0,73.33,69.46,0,72.15,55.56,68.07
139,0,33.33,21.88,0,0,100,0,0,0,0,33.33,0,0,50,0,0,62.67,65.37,0,71.78,55.12,61.29
88888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.00,7.69
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL,20.0,35.12,25.65,0,34.62,42.86,0,62.5,0.0,0.0,35.0,37.5,0,33.33,21.05,50.0,65.96,66.75,0.0,62.02,47.72,59.9
