AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,11.0,532.0,662.0,0.0,81.0,50.0,0.0,5.0,4.0,0.0,97.0,101.0,0.0,26.0,33.0,9.0,1927.0,1809.0,4.0,1227.0,922.0,7500.0
25-29,3.0,329.0,403.0,0.0,33.0,38.0,0.0,0.0,0.0,1.0,43.0,46.0,0.0,19.0,19.0,3.0,1362.0,1330.0,1.0,895.0,691.0,5216.0
30-34,2.0,241.0,243.0,0.0,15.0,18.0,0.0,2.0,2.0,0.0,23.0,23.0,0.0,14.0,17.0,0.0,1272.0,1153.0,2.0,696.0,438.0,4161.0
35-39,0.0,210.0,202.0,0.0,15.0,10.0,0.0,0.0,3.0,0.0,15.0,16.0,0.0,14.0,13.0,0.0,1123.0,1045.0,0.0,551.0,350.0,3567.0
40-44,1.0,160.0,179.0,0.0,11.0,9.0,0.0,1.0,2.0,0.0,24.0,20.0,0.0,15.0,5.0,2.0,1058.0,889.0,0.0,488.0,272.0,3136.0
45-49,0.0,163.0,187.0,0.0,5.0,8.0,0.0,1.0,0.0,0.0,18.0,5.0,0.0,12.0,8.0,1.0,1167.0,1058.0,0.0,433.0,275.0,3341.0
50-54,0.0,148.0,170.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,10.0,14.0,1.0,1045.0,966.0,0.0,426.0,294.0,3103.0
55-59,0.0,132.0,159.0,0.0,9.0,4.0,0.0,4.0,0.0,0.0,10.0,13.0,0.0,12.0,11.0,1.0,1172.0,1001.0,0.0,444.0,292.0,3264.0
60-64,0.0,116.0,118.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,12.0,12.0,0.0,1097.0,980.0,0.0,365.0,287.0,3016.0
65-OVER,0.0,257.0,222.0,0.0,13.0,10.0,0.0,3.0,4.0,0.0,12.0,11.0,0.0,12.0,15.0,0.0,3098.0,2562.0,1.0,818.0,538.0,7576.0
TOTAL,17.0,2288.0,2545.0,0.0,195.0,158.0,0.0,16.0,15.0,1.0,261.0,250.0,0.0,146.0,147.0,17.0,14321.0,12793.0,8.0,6343.0,4359.0,43880.0
