-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,1.0,79.0,85.0,0.0,8.0,6.0,0.0,2.0,1.0,0.0,4.0,7.0,0.0,2.0,4.0,2.0,259.0,222.0,0.0,416.0,291.0,1389.0
30-34,0.0,36.0,50.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,10.0,7.0,0.0,5.0,2.0,1.0,255.0,245.0,1.0,361.0,225.0,1204.0
35-39,0.0,29.0,52.0,0.0,4.0,3.0,0.0,0.0,3.0,0.0,2.0,5.0,0.0,3.0,1.0,0.0,291.0,246.0,0.0,384.0,230.0,1253.0
40-44,0.0,32.0,46.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,8.0,0.0,2.0,0.0,0.0,245.0,243.0,0.0,309.0,237.0,1131.0
45-49,1.0,40.0,50.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,4.0,0.0,339.0,318.0,0.0,305.0,223.0,1296.0
50-54,0.0,34.0,43.0,0.0,5.0,0.0,0.0,2.0,2.0,0.0,11.0,3.0,0.0,2.0,0.0,0.0,322.0,296.0,0.0,336.0,255.0,1311.0
55-59,0.0,44.0,58.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,362.0,360.0,1.0,403.0,279.0,1519.0
60-64,0.0,33.0,46.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,3.0,5.0,0.0,1.0,1.0,0.0,350.0,325.0,0.0,364.0,279.0,1414.0
65-OVER,0.0,61.0,69.0,0.0,5.0,4.0,0.0,1.0,2.0,0.0,6.0,9.0,0.0,7.0,7.0,0.0,896.0,857.0,0.0,748.0,506.0,3178.0
TOTAL,2.0,388.0,499.0,0.0,33.0,26.0,0.0,8.0,12.0,0.0,46.0,50.0,0.0,25.0,19.0,3.0,3319.0,3112.0,2.0,3626.0,2525.0,13695.0
