PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
BRANTLEYS,0,63.64,60.71,0,0,0,0,100,0,0,60,100,0,25,50,0,78.69,77.17,0,68,70.00,76.17
BURGAYS,0,70.91,57.81,0,42.86,75,0,0,100,0,80,80,0,66.67,44.44,0,77.89,77.23,100,77.27,77.03,76.53
CABANISS,0,48.15,40.54,0,100,100,0,100,100,0,33.33,0,0,50,0,0,69.58,61.51,100,74.6,63.33,64.39
COX,0,63.64,64,0,0,50,0,0,0,0,0,0,0,0,33.33,0,75.95,75.3,0,60.87,61.70,72.16
CULLODEN,100,57.14,46.67,0,0,0,0,0,0,0,0,0,0,0,0,0,70.07,72.54,0,75.36,64.15,68.88
DILLARDS,100,36.67,51.35,0,50,100,0,0,0,0,25,0,0,50,50,0,67.61,67.32,0,68.29,54.76,64.5
EVERS,75,52.05,45.16,0,37.5,33.33,0,100,0,0,66.67,42.86,0,50,75,50,69.08,67.25,0,74.78,60.44,66.47
FORSYTH,42.86,37.5,38.67,0,37.5,33.33,0,100,66.67,0,50,20,0,35.71,41.67,100,63.84,64.53,20,66.53,49.02,59.75
HIGH FALLS,0,44.44,44.04,0,50,41.67,0,100,0,0,25,30,0,16.67,100,0,57.08,58.68,0,80.39,52.00,56.19
KELSEYS,0,60,35.29,0,33.33,100,0,0,0,0,100,50,0,0,0,0,72.88,73.22,0,68.97,63.93,69.07
MIDDLEBROOKS,0,54.05,36.96,0,50,100,0,0,100,0,33.33,0,0,100,0,0,70,72.18,100,71.64,53.70,68.33
PROCTORS,0,60.71,32.31,0,60,50,0,0,0,0,50,22.22,0,0,0,100,60.49,59.95,0,56.38,43.42,56.73
RUSSELLVILLE,0,38.46,31.25,0,0,100,0,0,0,0,0,0,0,0,0,0,72.94,71.01,0,69.23,50.00,67.34
TOTAL,42.11,50.72,43.82,,46.0,54.72,,75.0,45.45,,46.81,36.36,,38.89,48.72,57.14,68.83,68.61,44.44,68.13,53.94,65.3
