AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,0.0,15.0,24.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,2.0,3.0,2.0,166.0,185.0,0.0,28.0,11.0,448.0
25-29,0.0,17.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,159.0,164.0,0.0,35.0,11.0,405.0
30-34,0.0,11.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,2.0,187.0,144.0,0.0,47.0,22.0,431.0
35-39,0.0,9.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,232.0,195.0,0.0,51.0,26.0,532.0
40-44,0.0,16.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,233.0,232.0,0.0,55.0,35.0,587.0
45-49,0.0,15.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,297.0,288.0,0.0,80.0,42.0,742.0
50-54,0.0,20.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,370.0,366.0,0.0,90.0,71.0,935.0
55-59,0.0,21.0,17.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,2.0,0.0,454.0,401.0,0.0,89.0,46.0,1042.0
60-64,0.0,20.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,1.0,476.0,461.0,0.0,81.0,43.0,1118.0
65-OVER,0.0,55.0,47.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,2.0,4.0,0.0,1534.0,1429.0,0.0,205.0,136.0,3424.0
TOTAL,0.0,199.0,181.0,0.0,8.0,12.0,0.0,1.0,1.0,0.0,19.0,22.0,0.0,22.0,17.0,5.0,4108.0,3865.0,0.0,761.0,443.0,9664.0
