PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
01,4.0,66.0,89.0,0.0,15.0,10.0,0.0,1.0,1.0,0.0,58.0,75.0,0.0,25.0,23.0,1.0,1184.0,971.0,2.0,494.0,295.0,3314.0
02,1.0,33.0,31.0,0.0,5.0,4.0,0.0,0.0,2.0,0.0,17.0,16.0,0.0,7.0,5.0,2.0,979.0,957.0,0.0,73.0,62.0,2194.0
03,2.0,27.0,27.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,22.0,26.0,0.0,1.0,3.0,2.0,625.0,594.0,1.0,42.0,44.0,1423.0
04,2.0,13.0,12.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,3.0,4.0,0.0,573.0,549.0,0.0,66.0,47.0,1280.0
05,0.0,13.0,10.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,19.0,9.0,0.0,1.0,0.0,0.0,519.0,485.0,0.0,6.0,15.0,1082.0
06,1.0,18.0,21.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,3.0,1.0,1.0,519.0,479.0,0.0,65.0,47.0,1187.0
07,0.0,14.0,11.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,49.0,41.0,0.0,2.0,0.0,0.0,283.0,224.0,0.0,68.0,46.0,747.0
08,1.0,10.0,22.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0,14.0,0.0,1.0,1.0,2.0,472.0,413.0,0.0,136.0,97.0,1181.0
09,0.0,55.0,60.0,0.0,13.0,15.0,0.0,2.0,1.0,0.0,62.0,71.0,0.0,27.0,28.0,3.0,1321.0,1077.0,2.0,328.0,230.0,3295.0
10,2.0,40.0,42.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,13.0,21.0,0.0,6.0,13.0,0.0,302.0,231.0,3.0,920.0,656.0,2257.0
11,5.0,47.0,67.0,0.0,7.0,8.0,0.0,2.0,0.0,0.0,26.0,24.0,0.0,2.0,0.0,2.0,229.0,209.0,5.0,1337.0,861.0,2831.0
12,2.0,67.0,54.0,0.0,8.0,11.0,0.0,0.0,1.0,1.0,53.0,55.0,0.0,17.0,18.0,2.0,1222.0,931.0,1.0,381.0,283.0,3107.0
99999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,6.0,14.0
TOTAL,20.0,403.0,446.0,0.0,74.0,59.0,0.0,7.0,8.0,2.0,345.0,368.0,0.0,95.0,96.0,15.0,8232.0,7122.0,14.0,3917.0,2689.0,23912.0
