PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
02,71.01,0,33.33,58.06,0,60,50,0,0,50,0,47.06,37.5,0,28.57,80,50,73.65,71.58,0,76.71,64.52
03,62.97,50,44.44,33.33,0,16.67,0,0,0,0,0,54.55,30.77,0,0,0,50,66.72,63.97,100,69.05,56.82
04,72.73,0,76.92,58.33,0,100,100,0,0,0,100,50,100,0,33.33,50,0,73.65,75.05,0,60.61,57.45
05,69.5,0,38.46,70,0,50,100,0,0,0,0,26.32,22.22,0,0,0,0,72.25,70.93,0,66.67,46.67
06,61.42,100,44.44,42.86,0,66.67,50,0,0,0,0,33.33,16.67,0,33.33,100,0,65.9,67.01,0,35.38,27.66
07,55.02,0,28.57,36.36,0,33.33,0,0,0,0,0,36.73,36.59,0,100,0,0,60.42,65.62,0,50,30.43
08,62.32,0,60,45.45,0,50,100,0,0,0,0,33.33,21.43,0,100,100,100,68.01,66.34,0,56.62,37.11
09,59.61,0,47.27,36.67,0,61.54,33.33,0,50,0,0,33.87,35.21,0,18.52,17.86,33.33,66.54,63.88,50,58.23,37.39
10,44.09,0,30,30.95,0,100,33.33,0,0,0,0,53.85,19.05,0,16.67,23.08,0,58.94,62.77,0,44.78,32.77
11,43.87,20,27.66,16.42,0,28.57,37.5,0,0,0,0,19.23,20.83,0,0,0,0,45.85,48.33,20,50.79,36.70
12,56.9,100,40.3,44.44,0,25,27.27,0,0,0,0,30.19,34.55,0,64.71,33.33,50,61.62,62.73,0,52.49,42.40
TOTAL,58.17,31.25,39.76,37.54,,47.46,40.82,,16.67,14.29,50.0,35.19,31.74,,34.29,30.14,42.86,66.46,66.35,25.0,50.98,37.55
