PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
02,3499.0,5.0,186.0,178.0,0.0,23.0,20.0,0.0,2.0,1.0,1.0,56.0,56.0,0.0,61.0,49.0,2.0,1407.0,1230.0,0.0,118.0,104.0
03,3129.0,1.0,158.0,192.0,0.0,12.0,18.0,0.0,1.0,1.0,0.0,95.0,66.0,0.0,46.0,42.0,1.0,1192.0,1118.0,1.0,93.0,92.0
04,2509.0,1.0,117.0,150.0,0.0,12.0,11.0,0.0,0.0,2.0,0.0,49.0,51.0,0.0,28.0,37.0,1.0,972.0,885.0,0.0,111.0,82.0
05,4591.0,0.0,241.0,237.0,0.0,16.0,14.0,0.0,3.0,2.0,0.0,71.0,70.0,0.0,46.0,36.0,5.0,1759.0,1561.0,1.0,310.0,219.0
06,2247.0,2.0,121.0,114.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,40.0,39.0,0.0,34.0,23.0,4.0,843.0,729.0,0.0,166.0,112.0
07,2769.0,0.0,134.0,165.0,0.0,11.0,6.0,0.0,3.0,2.0,1.0,53.0,34.0,0.0,14.0,13.0,2.0,1010.0,881.0,0.0,253.0,187.0
08,3085.0,2.0,151.0,196.0,0.0,16.0,15.0,0.0,0.0,2.0,1.0,57.0,40.0,0.0,31.0,31.0,1.0,1206.0,1104.0,1.0,118.0,113.0
09,3333.0,0.0,163.0,141.0,0.0,7.0,12.0,0.0,0.0,2.0,0.0,59.0,48.0,0.0,33.0,29.0,1.0,1401.0,1160.0,1.0,151.0,125.0
10,3162.0,2.0,185.0,174.0,0.0,14.0,9.0,0.0,2.0,0.0,0.0,86.0,66.0,0.0,25.0,27.0,2.0,938.0,774.0,2.0,513.0,343.0
11,3418.0,0.0,195.0,213.0,0.0,12.0,16.0,0.0,4.0,2.0,0.0,136.0,118.0,1.0,41.0,30.0,4.0,1181.0,1041.0,0.0,228.0,196.0
12,2798.0,5.0,127.0,149.0,1.0,17.0,7.0,1.0,1.0,5.0,1.0,74.0,69.0,0.0,29.0,18.0,3.0,1134.0,1019.0,0.0,71.0,67.0
13,2645.0,0.0,126.0,167.0,0.0,12.0,10.0,0.0,0.0,1.0,0.0,37.0,23.0,0.0,14.0,20.0,6.0,1042.0,874.0,0.0,179.0,134.0
132,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
14,1245.0,1.0,47.0,78.0,0.0,9.0,6.0,0.0,2.0,0.0,0.0,37.0,26.0,0.0,27.0,22.0,0.0,490.0,443.0,0.0,30.0,27.0
15,3208.0,1.0,149.0,143.0,0.0,11.0,9.0,0.0,1.0,1.0,0.0,47.0,43.0,0.0,43.0,51.0,1.0,1298.0,1264.0,0.0,74.0,72.0
16,5557.0,1.0,273.0,320.0,0.0,29.0,22.0,0.0,5.0,3.0,1.0,159.0,129.0,0.0,52.0,47.0,5.0,1859.0,1703.0,0.0,542.0,407.0
88888,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
99999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TOTAL,47198.0,21.0,2373.0,2617.0,1.0,206.0,190.0,1.0,24.0,24.0,5.0,1056.0,878.0,1.0,524.0,475.0,38.0,17733.0,15788.0,6.0,2957.0,2280.0
