AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,8462.0,10.0,532.0,612.0,0.0,65.0,43.0,0.0,2.0,2.0,0.0,160.0,109.0,0.0,39.0,50.0,7.0,2772.0,2567.0,0.0,858.0,634.0
30-34,8172.0,5.0,611.0,574.0,0.0,32.0,35.0,0.0,0.0,3.0,0.0,127.0,95.0,0.0,35.0,38.0,3.0,2744.0,2470.0,0.0,863.0,537.0
35-39,8365.0,2.0,562.0,587.0,0.0,41.0,38.0,0.0,4.0,3.0,2.0,127.0,83.0,0.0,71.0,44.0,2.0,2945.0,2569.0,4.0,798.0,483.0
40-44,8473.0,3.0,521.0,508.0,1.0,44.0,38.0,0.0,2.0,2.0,0.0,131.0,94.0,0.0,69.0,45.0,8.0,3010.0,2662.0,1.0,815.0,519.0
45-49,9631.0,4.0,544.0,539.0,0.0,38.0,31.0,0.0,2.0,4.0,1.0,139.0,91.0,0.0,66.0,48.0,5.0,3596.0,3134.0,2.0,784.0,603.0
50-54,9861.0,2.0,512.0,557.0,0.0,37.0,30.0,0.0,1.0,8.0,0.0,136.0,103.0,0.0,57.0,37.0,6.0,3611.0,3431.0,1.0,764.0,568.0
55-59,9246.0,3.0,481.0,451.0,0.0,27.0,33.0,0.0,6.0,4.0,1.0,92.0,76.0,0.0,59.0,28.0,7.0,3394.0,3223.0,1.0,794.0,566.0
60-64,7812.0,3.0,349.0,379.0,0.0,25.0,22.0,0.0,0.0,3.0,0.0,53.0,59.0,0.0,30.0,24.0,4.0,2981.0,2753.0,1.0,644.0,482.0
65-OVER,18178.0,10.0,807.0,663.0,0.0,38.0,29.0,0.0,3.0,1.0,0.0,120.0,105.0,0.0,59.0,43.0,8.0,7607.0,6551.0,3.0,1289.0,842.0
TOTAL,88200.0,42.0,4919.0,4870.0,1.0,347.0,299.0,0.0,20.0,30.0,4.0,1085.0,815.0,0.0,485.0,357.0,50.0,32660.0,29360.0,13.0,7609.0,5234.0
