AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,1178.0,0.0,40.0,52.0,0.0,7.0,2.0,0.0,2.0,1.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,298.0,258.0,0.0,295.0,214.0
30-34,1124.0,0.0,42.0,39.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,272.0,273.0,1.0,285.0,198.0
35-39,1075.0,0.0,31.0,38.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,8.0,3.0,0.0,3.0,1.0,0.0,288.0,270.0,0.0,265.0,164.0
40-44,998.0,0.0,28.0,43.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,3.0,4.0,0.0,254.0,245.0,0.0,255.0,154.0
45-49,1142.0,1.0,50.0,43.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,320.0,302.0,0.0,231.0,185.0
50-54,1343.0,0.0,30.0,41.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,390.0,364.0,0.0,275.0,228.0
55-59,1395.0,0.0,45.0,41.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,440.0,390.0,0.0,258.0,209.0
60-64,1392.0,0.0,47.0,39.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,442.0,383.0,0.0,261.0,208.0
65-OVER,3677.0,1.0,59.0,76.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,1.0,1320.0,1112.0,0.0,653.0,438.0
TOTAL,13324.0,2.0,372.0,412.0,0.0,30.0,19.0,0.0,7.0,4.0,0.0,34.0,20.0,0.0,13.0,10.0,3.0,4024.0,3597.0,1.0,2778.0,1998.0
