AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,463.0,0.0,13.0,15.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,179.0,147.0,0.0,66.0,27.0
30-34,564.0,0.0,8.0,13.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,228.0,177.0,0.0,87.0,35.0
35-39,617.0,1.0,8.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,1.0,0.0,247.0,207.0,0.0,92.0,37.0
40-44,635.0,0.0,13.0,6.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,241.0,229.0,0.0,95.0,40.0
45-49,768.0,0.0,16.0,8.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,2.0,2.0,0.0,308.0,278.0,0.0,102.0,37.0
50-54,805.0,0.0,12.0,7.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,2.0,1.0,325.0,277.0,0.0,115.0,55.0
55-59,898.0,0.0,13.0,12.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,366.0,321.0,0.0,115.0,66.0
60-64,939.0,0.0,17.0,14.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,353.0,353.0,0.0,110.0,83.0
65-OVER,2645.0,0.0,31.0,24.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,7.0,4.0,0.0,1181.0,953.0,0.0,283.0,147.0
TOTAL,8334.0,1.0,131.0,110.0,0.0,21.0,16.0,0.0,0.0,0.0,0.0,39.0,27.0,0.0,14.0,11.0,2.0,3428.0,2942.0,0.0,1065.0,527.0
