AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,443.0,0.0,12.0,12.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,3.0,0.0,128.0,126.0,0.0,85.0,66.0
30-34,403.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,132.0,117.0,0.0,77.0,52.0
35-39,393.0,0.0,4.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,128.0,100.0,0.0,84.0,56.0
40-44,368.0,0.0,3.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,146.0,114.0,0.0,54.0,37.0
45-49,459.0,0.0,12.0,10.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,153.0,162.0,0.0,69.0,43.0
50-54,476.0,0.0,7.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,163.0,172.0,0.0,71.0,51.0
55-59,553.0,0.0,5.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,186.0,172.0,0.0,98.0,79.0
60-64,540.0,0.0,11.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,184.0,173.0,0.0,99.0,62.0
65-OVER,1552.0,1.0,22.0,9.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,2.0,2.0,0.0,620.0,537.0,0.0,208.0,139.0
TOTAL,5187.0,1.0,85.0,76.0,0.0,10.0,13.0,0.0,3.0,1.0,0.0,15.0,14.0,0.0,13.0,13.0,0.0,1840.0,1673.0,0.0,845.0,585.0
