AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,2130.0,1.0,93.0,97.0,0.0,8.0,2.0,0.0,2.0,1.0,0.0,99.0,77.0,0.0,1.0,3.0,1.0,604.0,541.0,0.0,348.0,252.0
30-34,1877.0,0.0,61.0,59.0,0.0,6.0,3.0,0.0,1.0,1.0,0.0,53.0,32.0,0.0,4.0,2.0,0.0,610.0,525.0,0.0,330.0,190.0
35-39,1988.0,2.0,65.0,46.0,0.0,10.0,10.0,0.0,2.0,2.0,0.0,46.0,29.0,0.0,5.0,6.0,0.0,669.0,578.0,0.0,316.0,202.0
40-44,1724.0,2.0,44.0,52.0,0.0,5.0,2.0,0.0,2.0,2.0,0.0,28.0,19.0,0.0,6.0,6.0,1.0,590.0,545.0,0.0,257.0,163.0
45-49,1884.0,1.0,57.0,61.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,17.0,30.0,0.0,8.0,8.0,1.0,651.0,605.0,0.0,251.0,186.0
50-54,1973.0,1.0,50.0,42.0,0.0,8.0,4.0,0.0,0.0,4.0,0.0,25.0,26.0,0.0,7.0,4.0,0.0,678.0,656.0,0.0,264.0,204.0
55-59,2080.0,1.0,52.0,53.0,0.0,7.0,5.0,0.0,1.0,0.0,0.0,17.0,16.0,0.0,5.0,4.0,0.0,760.0,683.0,0.0,253.0,223.0
60-64,1931.0,2.0,42.0,51.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,16.0,15.0,0.0,6.0,5.0,3.0,708.0,597.0,0.0,261.0,220.0
65-OVER,5516.0,6.0,105.0,88.0,0.0,9.0,6.0,0.0,0.0,2.0,0.0,21.0,37.0,0.0,4.0,6.0,0.0,2410.0,1950.0,2.0,519.0,351.0
TOTAL,21103.0,16.0,569.0,549.0,0.0,59.0,38.0,0.0,9.0,12.0,0.0,322.0,281.0,0.0,46.0,44.0,6.0,7680.0,6680.0,2.0,2799.0,1991.0
