AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,710.0,0.0,15.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,133.0,116.0,0.0,241.0,186.0
30-34,590.0,0.0,12.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,116.0,108.0,0.0,213.0,125.0
35-39,531.0,0.0,6.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,110.0,92.0,0.0,191.0,122.0
40-44,561.0,0.0,2.0,9.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,128.0,129.0,0.0,176.0,110.0
45-49,610.0,0.0,4.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,157.0,133.0,0.0,176.0,127.0
50-54,617.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,148.0,154.0,0.0,176.0,129.0
55-59,666.0,0.0,9.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,164.0,169.0,1.0,194.0,120.0
60-64,645.0,0.0,4.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,167.0,160.0,0.0,180.0,119.0
65-OVER,1831.0,0.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,637.0,502.0,0.0,426.0,235.0
TOTAL,6761.0,0.0,67.0,79.0,0.0,5.0,6.0,0.0,2.0,0.0,0.0,11.0,5.0,0.0,9.0,7.0,0.0,1760.0,1563.0,1.0,1973.0,1273.0
