AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,472.0,0.0,17.0,21.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,7.0,0.0,1.0,0.0,0.0,149.0,136.0,0.0,68.0,60.0
30-34,426.0,1.0,8.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,1.0,0.0,164.0,131.0,0.0,60.0,40.0
35-39,388.0,0.0,7.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,151.0,136.0,0.0,47.0,33.0
40-44,375.0,0.0,3.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,139.0,135.0,0.0,47.0,32.0
45-49,470.0,0.0,11.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,181.0,165.0,0.0,58.0,43.0
50-54,471.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,166.0,162.0,0.0,62.0,53.0
55-59,511.0,0.0,4.0,15.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,192.0,174.0,0.0,69.0,46.0
60-64,461.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,158.0,171.0,0.0,47.0,59.0
65-OVER,1352.0,0.0,19.0,13.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,557.0,474.0,0.0,168.0,110.0
TOTAL,4926.0,1.0,84.0,103.0,0.0,9.0,5.0,0.0,1.0,3.0,0.0,37.0,27.0,0.0,8.0,3.0,2.0,1857.0,1684.0,0.0,626.0,476.0
