AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
25-29,0.0,33.59,28.57,0.0,50.0,51.94,37.5,45.69
30-34,0.0,51.52,33.33,0.0,0.0,64.6,71.43,61.29
35-39,100.0,44.87,75.0,0.0,0.0,65.08,50.0,60.41
40-44,0.0,52.5,25.0,0.0,0.0,70.0,33.33,65.74
45-49,100.0,57.58,0.0,0.0,50.0,69.29,40.0,65.97
50-54,66.67,62.99,33.33,0.0,0.0,75.5,33.33,71.4
55-59,0.0,64.06,16.67,100.0,0.0,79.1,90.0,74.67
60-64,0.0,76.36,50.0,100.0,100.0,79.22,100.0,78.67
65-OVER,100.0,69.66,33.33,0.0,66.67,80.08,70.0,77.61
TOTAL,60.0,59.14,30.61,100.0,50.0,72.67,61.4,68.95
